Publication Number,Application Number,Disclosure-Information ,Specification,Responsible Working Group,CT WG 4,SA 2,RAN 3,RAN 2,RAN 5,RAN 6,SA 6,SA 5,CT WG 3,CT WG 1,RAN 4,SA 1,RAN 1,SA 3,CT WG 6,SA 4
CN110267306A,CN201910401280A,ISLD : ISLD-201903-014 Disc : 47 Project : 3GPP NR Rel 15 Standard : TS 38.331|TS 36.331|TS 37.340|TS 38.213|TS 36.331|TS 38.321|TS 38.331|TS 38.321|TS 37.340 Version : 15.4.0|15.4.0|15.4.0||15.4.0|15.4.0|15.4.0|15.4.0|15.4.0 Section : 11.2.2|6.2.2|6.3.2||10.2.1|3.1|4.1.1|7.6.1|6.2.2|5.4.6|6.1.3.9||| Disclosure-Date : 03/29/19,TS 38.331|TS 36.331|TS 37.340|TS 38.213|TS 36.331|TS 38.321|TS 38.331|TS 38.321|TS 37.340,RAN 2|RAN 2|RAN 2|RAN 1|RAN 2|RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
CN110268738A,CN201880011065A,ISLD : ISLD-201905-014 Disc : 47 Project : 3GPP 5G NR Standard : TS 38.331|TS 38.211|TS 38.214|TS 38.213 Version : 15.1.0|15.1.0|15.1.0|15.1.0 Section : ||| Disclosure-Date : 05/09/19,TS 38.331|TS 38.211|TS 38.214|TS 38.213,RAN 2|RAN 1|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
CN110268685A,CN201780085553A,"ISLD : ISLD-201907-035 Disc : 55 Project : 3GPP-Release-15 Standard : TS 38.214|TS 38.214|TS 38.331|TS 38.211|TS 38.211|TS 38.331 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : |Section5.1.2.1,5.1.2.1.1,5.1.6.2,6.1.2.1,6.1.2.1.1,6.2.2|Section6.3.2|Section6.1.1,6.1.2,6.4.1.1.3,7.1.1,7.1.2,7.4.1.1.2,7.4.3.1,7.4.3.1.3|| Disclosure-Date : 07/24/19",TS 38.214|TS 38.214|TS 38.331|TS 38.211|TS 38.211|TS 38.331,RAN 1|RAN 1|RAN 2|RAN 1|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
CN110268786A,CN201880010513A,ISLD : ISLD-201907-037 Disc : 152 Project : 3GPP 5G NR Standard : TS 38.214|TS 38.211|TS 38.213 Version : 15.6.0|15.6.0|15.6.0 Section : || Disclosure-Date : 07/24/19,TS 38.214|TS 38.211|TS 38.213,RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
CN110268742A,CN201880010275A,ISLD : ISLD-201907-037 Disc : 220 Project : 3GPP 5G NR Standard : TS 38.321|TS 38.331 Version : 15.6.0|15.6.0 Section : | Disclosure-Date : 07/24/19,TS 38.321|TS 38.331,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CN110266457A,CN201910475237A,ISLD : ISLD-201907-041 Disc : 80 Project : 3GPP-Release-15 Standard : TS 38.211|TS 38.211 Version : 15.4.0|15.4.0 Section : |Section 6.4.1.1.3 Disclosure-Date : 08/01/19,TS 38.211|TS 38.211,RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CN110267289A,CN201910570520A,ISLD : ISLD-201907-045 Disc : 11 Project : LTE Advanced Pro/5G Standard : TS 38.300|TS 38.331|TS 36.331|TS 36.300 Version : ||| Section : ||| Disclosure-Date : 07/31/19,TS 38.300|TS 38.331|TS 36.331|TS 36.300,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CN110267352A,CN201910722587A,ISLD : ISLD-201908-001 Disc : 2 Project : 3GPP-Release-15 Standard : TS 38.212|TS 38.214|TS 38.214|TS 38.212 Version : |15.2.0||15.2.0 Section : ||| Disclosure-Date : 08/14/19,TS 38.212|TS 38.214|TS 38.214|TS 38.212,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
CN110266453A,CN201910373095A,ISLD : ISLD-201908-017 Disc : 54 Project : 3GPP 5G NR Standard : TS 38.331|TS 38.213 Version : 15.6.0|15.6.0 Section : | Disclosure-Date : 08/23/19,TS 38.331|TS 38.213,RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CN110268667A,CN201880010039A,ISLD : ISLD-201909-009 Disc : 3 Project : 5G Standard : TS 38.331|TS 38.213|TS 38.211|TS 38.214 Version : ||| Section : ||| Disclosure-Date : 09/03/19,TS 38.331|TS 38.213|TS 38.211|TS 38.214,RAN 2|RAN 1|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
US20190289484A1,US16429545A,ISLD : ISLD-201705-007 Disc : 28 Project : 3GPP NR Rel 15 Standard : TS 38.213|TS 38.331|TS 38.214 Version : 15.0.0|15.0.0|15.0.0 Section : || Disclosure-Date : 05/19/17,TS 38.213|TS 38.331|TS 38.214,RAN 1|RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
US20190288761A1,US16430139A,"ISLD : ISLD-201806-030 Disc : 89 Project : 3GPP-Release-15 Standard : TS 38.212|TS 38.211|TS 38.214 Version : || Section : || Disclosure-Date : 03/16/18
ISLD : ISLD-201809-335 Disc : 83 Project : 3GPP-Release-15 Standard : TS 38.300|TS 38.331|TS 38.211|TS 38.214 Version : ||| Section : ||| Disclosure-Date : 09/07/18
ISLD : ISLD-201903-008 Disc : 79 Project : 3GPP-Release-15 Standard : TS 38.212 Version :  Section :  Disclosure-Date : 04/03/19",TS 38.212|TS 38.211|TS 38.214,RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
US20190289602A1,US16432844A,"ISLD : ISLD-201806-032 Disc : 16 Project : 3GPP-Release-15 Standard : TS 38.213|TS 38.211 Version : | Section : | Disclosure-Date : 03/16/18
ISLD : ISLD-201807-059 Disc : 83 Project : 3GPP-Release-15 Standard : TS 38.214 Version :  Section :  Disclosure-Date : 06/08/18",TS 38.213|TS 38.211,RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
US20190288813A1,US16428033A,"ISLD : ISLD-201806-038 Disc : 91 Project : 3GPP-Release-15 Standard : TS 38.201 Version :  Section :  Disclosure-Date : 03/16/18
ISLD : ISLD-201807-059 Disc : 60 Project : 3GPP-Release-15 Standard : TS 38.201 Version :  Section :  Disclosure-Date : 06/08/18
ISLD : ISLD-201810-015 Disc : 31 Project : 3GPP-Release-15 Standard : TS 38.213 Version :  Section :  Disclosure-Date : 09/07/18",TS 38.201,RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
US20190288851A1,US16433706A,ISLD : ISLD-201810-040 Disc : 28 Project : New Core(NC) Standard : TS 33.501|TS 23.502|TS 23.503|TS 23.501 Version : ||| Section : ||| Disclosure-Date : 10/23/18,TS 33.501|TS 23.502|TS 23.503|TS 23.501,SA 3|SA 2|SA 2|SA 2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AU2019222938A1,AU2019222938A,"ISLD : ISLD-201812-005 Disc : 16 Project : 5G Standard : TS 36.213|TS 36.331|TS 36.211|TS 36.213|TS 36.331|TS 36.211 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : 10.1.2.1||||6.3.2|6.8A.1, 6.8B.1 Disclosure-Date : 12/18/18",TS 36.213|TS 36.331|TS 36.211|TS 36.213|TS 36.331|TS 36.211,RAN 1|RAN 2|RAN 1|RAN 1|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
US20190289658A1,US16429342A,ISLD : ISLD-201901-009 Disc : 112 Project : 3GPP 5G NR Standard : TS 37.340 Version :  Section :  Disclosure-Date : 01/24/19,TS 37.340,RAN 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AU2017401773A1,AU2017401773A,ISLD : ISLD-201902-039 Disc : 115 Project : 3GPP Standard : TS 38.212|TS 38.331|TS 38.214 Version : || Section : || Disclosure-Date : 02/21/19,TS 38.212|TS 38.331|TS 38.214,RAN 1|RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
WO2019174008A1,WO2018CN79188A,ISLD : ISLD-201902-039 Disc : 171 Project : 3GPP Standard : TS 38.212|TS 38.213|TS 38.321|TS 38.331 Version : ||| Section : ||| Disclosure-Date : 02/21/19,TS 38.212|TS 38.213|TS 38.321|TS 38.331,RAN 1|RAN 1|RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
US20190288765A1,US16434040A,"ISLD : ISLD-201905-014 Disc : 44 Project : 3GPP 5G NR Standard : TS 38.331|TS 38.214|TS 38.213 Version : 15.1.0|15.1.0|15.1.0 Section : || Disclosure-Date : 05/09/19
ISLD : ISLD-201906-009 Disc : 125 Project : 3GPP 5G NR Standard : TS 38.331|TS 38.214 Version : 15.3.0| Section : | Disclosure-Date : 06/20/19",TS 38.331|TS 38.214|TS 38.213,RAN 2|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
US20190289462A1,US16318359A,ISLD : ISLD-201905-032 Disc : 6 Project : 5G Standard : TS 24.301|TS 23.334 Version : | Section : | Disclosure-Date : 05/24/19,TS 24.301|TS 23.334,CT WG 1|CT WG 4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190289534A1,US16301417A,ISLD : ISLD-201906-009 Disc : 24 Project : 3GPP 5G NR Standard : TS 38.331|TS 23.501|TS 23.502 Version : 15.3.0|15.3.0|15.3.0 Section : || Disclosure-Date : 06/20/19,TS 38.331|TS 23.501|TS 23.502,RAN 2|SA 2|SA 2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US20190289669A1,US16340922A,ISLD : ISLD-201907-035 Disc : 188 Project : 3GPP-Release-15 Standard : TS 38.331|TS 38.331 Version : 15.4.0|15.4.0 Section : |Section6.3.2 Disclosure-Date : 07/24/19,TS 38.331|TS 38.331,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
US20190289573A1,US16347511A,ISLD : ISLD-201907-037 Disc : 225 Project : 3GPP 5G NR Standard : TS 38.300|TS 38.331 Version : 15.6.0|15.6.0 Section : | Disclosure-Date : 07/24/19,TS 38.300|TS 38.331,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EP2995026B1,EP2014728689A,ISLD : ISLD-201705-011 Disc : 1 Project : 3GPP NR Rel 15 Standard : TS 38.321|TS 38.213|TS 38.211|TS 38.212|TS 38.331|TS 38.214|TS 38.300 Version : 15.0.0|15.0.0|15.0.0|15.0.0|15.0.0|15.0.0|15.0.0 Section : |||||| Disclosure-Date : 05/19/17,TS 38.321|TS 38.213|TS 38.211|TS 38.212|TS 38.331|TS 38.214|TS 38.300,RAN 2|RAN 1|RAN 1|RAN 1|RAN 2|RAN 1|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0
EP3541118A1,EP2019154297A,ISLD : ISLD-201705-019 Disc : 12 Project : 3GPP NR Rel 15 Standard : TS 38.331|TS 38.211 Version : 15.0.0|15.0.0 Section : | Disclosure-Date : 05/22/17,TS 38.331|TS 38.211,RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
EP3072350B1,EP2013801914A,ISLD : ISLD-201705-019 Disc : 17 Project : 3GPP NR Rel 15 Standard : TS 38.212|TS 38.211 Version : 15.0.0|15.0.0 Section : | Disclosure-Date : 05/22/17,TS 38.212|TS 38.211,RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
EP3522601A3,EP2018211233A,ISLD : ISLD-201711-019 Disc : 360 Project : New Radio(NR) Standard : TS 38.321|TS 38.213|TS 38.413|TS 38.323|TS 38.300|TS 38.331|TS 38.423|TS 37.340|TS 38.212|TS 38.211|TS 38.214|TS 38.215 Version : ||||||||||| Section : ||||||||||| Disclosure-Date : 12/25/17,TS 38.321|TS 38.213|TS 38.413|TS 38.323|TS 38.300|TS 38.331|TS 38.423|TS 37.340|TS 38.212|TS 38.211|TS 38.214|TS 38.215,RAN 2|RAN 1|RAN 3|RAN 2|RAN 2|RAN 2|RAN 3|RAN 2|RAN 1|RAN 1|RAN 1|RAN 1,0,0,2,5,0,0,0,0,0,0,0,0,5,0,0,0
EP3528570A4,EP2017867297A,ISLD : ISLD-201711-019 Disc : 413 Project : New Radio(NR) Standard : TS 38.321|TS 38.213|TS 38.413|TS 38.323|TS 38.473|TS 38.300|TS 38.331|TS 38.423|TS 37.340|TS 38.212|TS 38.211|TS 38.214|TS 38.215 Version : |||||||||||| Section : |||||||||||| Disclosure-Date : 12/25/17,TS 38.321|TS 38.213|TS 38.413|TS 38.323|TS 38.473|TS 38.300|TS 38.331|TS 38.423|TS 37.340|TS 38.212|TS 38.211|TS 38.214|TS 38.215,RAN 2|RAN 1|RAN 3|RAN 2|RAN 3|RAN 2|RAN 2|RAN 3|RAN 2|RAN 1|RAN 1|RAN 1|RAN 1,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0
EP3506544A4,EP2017867222A,ISLD : ISLD-201711-019 Disc : 792 Project : New Radio(NR) Standard : TS 38.101|TS 38.331|TS 38.213|TS 38.413|TS 38.323|TS 38.473|TS 38.321|TS 38.300|TS 38.322|TS 38.423|TS 37.340|TS 38.212|TS 38.211|TS 38.214|TS 38.215 Version : |||||||||||||| Section : |||||||||||||| Disclosure-Date : 12/25/17,TS 38.101|TS 38.331|TS 38.213|TS 38.413|TS 38.323|TS 38.473|TS 38.321|TS 38.300|TS 38.322|TS 38.423|TS 37.340|TS 38.212|TS 38.211|TS 38.214|TS 38.215,RAN 4|RAN 2|RAN 1|RAN 3|RAN 2|RAN 3|RAN 2|RAN 2|RAN 2|RAN 3|RAN 2|RAN 1|RAN 1|RAN 1|RAN 1,0,0,3,6,0,0,0,0,0,0,1,0,5,0,0,0
EP3537768A4,EP2017867864A,ISLD : ISLD-201804-016 Disc : 60 Project : New Core(NC) Standard : TS 23.502|TS 23.503|TS 23.501 Version : || Section : || Disclosure-Date : 04/24/18,TS 23.502|TS 23.503|TS 23.501,SA 2|SA 2|SA 2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP3539224A1,EP2017808671A,ISLD : ISLD-201806-034 Disc : 48 Project : 3GPP-Release-15 Standard : TS 38.213|TS 38.321 Version : | Section : | Disclosure-Date : 03/16/18,TS 38.213|TS 38.321,RAN 1|RAN 2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
EP3539248A1,EP2017801187A,ISLD : ISLD-201807-059 Disc : 2 Project : 3GPP-Release-15 Standard : TS 38.331|TS 38.213|TS 38.321 Version : || Section : || Disclosure-Date : 06/08/18,TS 38.331|TS 38.213|TS 38.321,RAN 2|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
EP3131355B1,EP2014891702A,ISLD : ISLD-201809-329 Disc : 41 Project : LTE Advanced Pro/5G Standard : TS 36.413|TS 36.331|TS 36.213|TS 36.321|TS 36.300 Version : |||| Section : |||| Disclosure-Date : 09/20/18,TS 36.413|TS 36.331|TS 36.213|TS 36.321|TS 36.300,RAN 3|RAN 2|RAN 1|RAN 2|RAN 2,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0
EP2652982B1,EP2011849701A,ISLD : ISLD-201810-013 Disc : 25 Project : 5G Standard : TS 36.213|TS 36.211|TS 36.213|TS 36.211 Version : 15.2.0|15.2.0|15.2.0|15.2.0 Section : 7.1.9|7.2|7.2.3|7.2.6|7.2.7|||6.10.5.2 Disclosure-Date : 10/04/18,TS 36.213|TS 36.211|TS 36.213|TS 36.211,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
EP3307013B1,EP2016802467A,ISLD : ISLD-201810-037 Disc : 89 Project : LTE-Advanced/5G Standard : TS 36.211|TS 36.212|TS 36.213 Version : || Section : || Disclosure-Date : 10/23/18,TS 36.211|TS 36.212|TS 36.213,RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
EP2658300B1,EP2013178106A,ISLD : ISLD-201810-040 Disc : 84 Project : New Core(NC) Standard : TS 38.300|TS 24.301|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 25.331|TS 24.501|TS 33.102|TS 38.331|TS 33.401|TS 23.503 Version : |||||||||||| Section : |||||||||||| Disclosure-Date : 10/23/18,TS 38.300|TS 24.301|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 25.331|TS 24.501|TS 33.102|TS 38.331|TS 33.401|TS 23.503,RAN 2|CT WG 1|RAN 3|SA 2|SA 2|SA 2|SA 3|RAN 6|CT WG 1|SA 3|RAN 2|SA 3|SA 2,0,4,1,2,0,1,0,0,0,2,0,0,0,3,0,0
EP3219143B1,EP2015858757A,"ISLD : ISLD-201810-062 Disc : 22 Project : 3GPP-Release-15 (GSM Phase 2+, UMTS, LTE, NR release 15) Standard : TS 38.323 Version :  Section :  Disclosure-Date : 10/23/18",TS 38.323,RAN 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CO2019007028A2,CO20197028A,"ISLD : ISLD-201811-005 Disc : 120 Project : 3GPP Release-15 Standard : TS 38.213|TS 38.331|TS 38.331|TS 38.211|TS 38.211|TS 38.213 Version : 15.2.0|15.2.1|15.2.1|15.2.0|15.2.0|15.2.0 Section : ||5.2.2.3,5.2.2.3.1|7.4.3.1||4.1,8.1 Disclosure-Date : 04/02/19",TS 38.213|TS 38.331|TS 38.331|TS 38.211|TS 38.211|TS 38.213,RAN 1|RAN 2|RAN 2|RAN 1|RAN 1|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
EP3087689B1,EP2014873446A,"ISLD : ISLD-201901-018 Disc : 4 Project : 3GPP-Release-15 (GSM Phase 2+, UMTS, LTE, NR release 15) Standard : TS 38.212|TS 38.213|TS 38.211|TS 38.214 Version : ||| Section : ||| Disclosure-Date : 01/30/19
ISLD : ISLD-201901-027 Disc : 15 Project : 3GPP-Release-15 (GSM Phase 2+, UMTS, LTE, NR release 15) Standard : TS 38.212|TS 38.213|TS 38.211|TS 38.214 Version : ||| Section : ||| Disclosure-Date : 01/31/19",TS 38.212|TS 38.213|TS 38.211|TS 38.214,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
EP3509337A3,EP2019152306A,ISLD : ISLD-201902-030 Disc : 16 Project : 3GPP 5G Standard : TS 23.527|TS 23.527 Version : 15.0.0|15.0.0 Section : 4| Disclosure-Date : 02/28/19,TS 23.527|TS 23.527,CT WG 4|CT WG 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP3539323A1,EP2017869284A,ISLD : ISLD-201903-010 Disc : 84 Project : 3GPP-Release-15 Standard : TS 24.501 Version :  Section :  Disclosure-Date : 03/15/19,TS 24.501,CT WG 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP3541116A1,EP2016921889A,ISLD : ISLD-201904-012 Disc : 2 Project : New Core(NC) Standard : TS 23.502 Version :  Section :  Disclosure-Date : 03/18/19,TS 23.502,SA 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP3412093A4,EP2017747050A,ISLD : ISLD-201905-054 Disc : 10 Project : 5G Standard : TS 36.211|TS 36.213|TS 36.211|TS 36.331|TS 36.212|TS 36.213|TS 36.212 Version : 15.5.0|15.5.0|15.5.0|15.5.1|15.5.0|15.5.0|15.5.0 Section : |8.1|9.1.6|5.5.2|6.3.2|||5.3.3.1.15|5.3.3.1.16 Disclosure-Date : 05/27/19,TS 36.211|TS 36.213|TS 36.211|TS 36.331|TS 36.212|TS 36.213|TS 36.212,RAN 1|RAN 1|RAN 1|RAN 2|RAN 1|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0
EP3445020A4,EP2017799683A,"ISLD : ISLD-201906-009 Disc : 87 Project : 3GPP 5G NR Standard : TS 38.331|TS 38.323 Version : 15.3.0|15.3.0 Section : | Disclosure-Date : 06/20/19
ISLD : ISLD-201907-037 Disc : 8 Project : 3GPP 5G NR Standard : TS 38.300|TS 24.501|TS 38.331 Version : 15.6.0|16.0.0|15.6.0 Section : || Disclosure-Date : 07/24/19
ISLD : ISLD-201907-046 Disc : 110 Project : LTE Advanced Pro/5G Standard : TS 38.300|TS 38.331|TS 36.331|TS 36.300 Version : ||| Section : ||| Disclosure-Date : 07/31/19",TS 38.331|TS 38.323,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EP3541112A1,EP2017868677A,"ISLD : ISLD-201907-035 Disc : 125 Project : 3GPP-Release-15 Standard : TS 38.214|TS 38.321|TS 38.214|TS 38.321|TS 38.331|TS 38.331 Version : 15.5.0|15.5.0|15.5.0|15.5.0|15.5.0|15.5.0 Section : Section5.2.1|Section5.18.3,6.1.3.13|||Section6.3.2| Disclosure-Date : 07/24/19",TS 38.214|TS 38.321|TS 38.214|TS 38.321|TS 38.331|TS 38.331,RAN 1|RAN 2|RAN 1|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
EP3508016A4,EP2017856855A,ISLD : ISLD-201907-037 Disc : 75 Project : 3GPP 5G NR Standard : TS 38.214|TS 38.211|TS 38.212|TS 38.213 Version : 15.6.0|15.6.0|15.6.0|15.6.0 Section : ||| Disclosure-Date : 07/24/19,TS 38.214|TS 38.211|TS 38.212|TS 38.213,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
EP2524456B1,EP2011733055A,ISLD : ISLD-201907-043 Disc : 8 Project : LTE Advanced Pro/5G Standard : TS 23.246|TS 23.501 Version : 16.0.0|16.1.0 Section : | Disclosure-Date : 07/31/19,TS 23.246|TS 23.501,SA 2|SA 2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP3285410B1,EP2017191901A,ISLD : ISLD-201907-046 Disc : 136 Project : LTE Advanced Pro/5G Standard : TS 38.331|TS 36.331|TS 23.401|TS 23.501 Version : ||| Section : ||| Disclosure-Date : 07/31/19,TS 38.331|TS 36.331|TS 23.401|TS 23.501,RAN 2|RAN 2|SA 2|SA 2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EP2999289B1,EP2014832737A,ISLD : ISLD-201908-017 Disc : 57 Project : 3GPP 5G NR|LTE Advanced Pro/5G Standard : TS 36.300|TS 38.321|TS 38.300|TS 36.321 Version : 15.6.0|15.6.0|15.6.0|15.6.0 Section : ||| Disclosure-Date : 08/23/19,TS 36.300|TS 38.321|TS 38.300|TS 36.321,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
US10419145B2,US15751003A,ISLD : ISLD-201712-056 Disc : 3 Project : 3GPP 5G NR Standard : TS 38.201|TS 38.212|TS 38.321|TS 38.211|TS 38.300 Version : |||| Section : |||| Disclosure-Date : 12/29/17,TS 38.201|TS 38.212|TS 38.321|TS 38.211|TS 38.300,RAN 1|RAN 1|RAN 2|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
US10419990B2,US14642310A,ISLD : ISLD-201802-006 Disc : 375 Project : 3GPP NR Rel 15 Standard : TS 38.133|TS 38.213|TS 38.304|TS 38.331|TS 38.214 Version : 15.0.0|||15.0.0| Section : |||| Disclosure-Date : 02/20/18,TS 38.133|TS 38.213|TS 38.304|TS 38.331|TS 38.214,RAN 4|RAN 1|RAN 2|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0
US10419199B2,US15405997A,"ISLD : ISLD-201806-032 Disc : 78 Project : 3GPP-Release-15 Standard : TS 38.104 Version :  Section :  Disclosure-Date : 03/16/18
ISLD : ISLD-201903-010 Disc : 40 Project : 3GPP-Release-15 Standard : TS 38.104 Version :  Section :  Disclosure-Date : 03/15/19",TS 38.104,RAN 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN110249657A,CN201880009948A,"ISLD : ISLD-201807-003 Disc : 11 Project : 3GPP-Release-15 (GSM Phase 2+, UMTS, LTE, NR release 15) Standard : TS 38.133 Version :  Section :  Disclosure-Date : 07/10/18",TS 38.133,RAN 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN110249656A,CN201780085523A,ISLD : ISLD-201807-064 Disc : 29 Project : 3GPP-Release-15 Standard : TS 38.306|TS 38.214 Version : | Section : | Disclosure-Date : 06/08/18,TS 38.306|TS 38.214,RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
US10419941B2,US15505749A,ISLD : ISLD-201809-244 Disc : 59 Project : LTE Advanced Pro/5G Standard : TS 36.211|TS 36.212|TS 36.213|TS 36.331|TS 37.213 Version : |||| Section : |||| Disclosure-Date : 09/19/18,TS 36.211|TS 36.212|TS 36.213|TS 36.331|TS 37.213,RAN 1|RAN 1|RAN 1|RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
CN110249648A,CN201880010062A,ISLD : ISLD-201809-260 Disc : 3 Project : 5G Standard : TS 24.302 Version : 15.3.0 Section :  Disclosure-Date : 09/13/18,TS 24.302,CT WG 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10419162B2,US15822290A,ISLD : ISLD-201809-262 Disc : 28 Project : 5G Standard : TS 38.214|TS 38.211 Version : 15.2.0|15.2.0 Section : | Disclosure-Date : 09/13/18,TS 38.214|TS 38.211,RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
US10420103B2,US14917079A,"ISLD : ISLD-201809-315 Disc : 15 Project : 5G Standard : TS 38.321|TS 38.323|TS 38.323|TS 38.321 Version : 15.2.0|15.2.0|15.2.0|15.2.0 Section : 5.6||5.4.5| Disclosure-Date : 09/15/18
ISLD : ISLD-201809-325 Disc : 1 Project : 5G Standard : TS 38.323|TS 38.321 Version : 15.2.0|15.2.0 Section : | Disclosure-Date : 09/15/18",TS 38.321|TS 38.323|TS 38.323|TS 38.321,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CN105704760B,CN201410692248A,ISLD : ISLD-201810-032 Disc : 32 Project :  Standard : TS 38.300|TS 38.322|TS 38.321|TS 38.331|TS 38.323 Version : |||| Section : |||| Disclosure-Date : 10/24/18,TS 38.300|TS 38.322|TS 38.321|TS 38.331|TS 38.323,RAN 2|RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
CN105744540B,CN201410757874A,ISLD : ISLD-201810-032 Disc : 115 Project : 5G Standard : TS 38.300|TS 38.331|TS 38.423 Version : || Section : || Disclosure-Date : 10/24/18,TS 38.300|TS 38.331|TS 38.423,RAN 2|RAN 2|RAN 3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
CN107182120B,CN201610131410A,ISLD : ISLD-201810-032 Disc : 175 Project : 5G Standard : TS 38.212|TS 38.300|TS 38.321|TS 38.331 Version : ||| Section : ||| Disclosure-Date : 10/24/18,TS 38.212|TS 38.300|TS 38.321|TS 38.331,RAN 1|RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
